COVID_VACCINE_PROD_DATE_AUTH,COVID_VACCINE_PROD_DATE_END,COVID_VACCINE_PROD_DATE_START,COVID_VACCINE_PROD_DISPLAY,COVID_VACCINE_PROD_MANU_NAME,COVID_VACCINE_PROD_NAME,COVID_VACCINE_PROD_SOURCE,ISO3
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LUX
,,2021-06-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,NOR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MHL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SVK
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,USA
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CPV
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CUW
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,IRL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,OMN
,,2021-02-02,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PSE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,DJI
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ARM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,DEU
,,2021-01-07,Moderna - Spikevax,Moderna,Spikevax,REPORTING,VNM
2021-06-01,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,WLF
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,YEM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CRI
,,,SRCVB - EpiVacCorona,State Research Center of Virology & Biotechnology,EpiVacCorona,REPORTING,TKM
2021-03-03,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,ETH
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,YEM
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,OMN
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,ZWE
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,PSE
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,DJI
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,SYR
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,LBN
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,PHL
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,SDN
2021-03-01,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,IND
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,KWT
2021-03-01,,2021-10-04,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,PRY
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,JOR
,,2021-09-02,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,IRN
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,LBY
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,CAF
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,NPL
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,PAK
,,2021-06-01,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,PRT
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,SAU
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,IRQ
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,BHR
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,BWA
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,SOM
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,ARE
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,QAT
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,EGY
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,MAR
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,MUS
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,TUN
,,,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,AFG
2021-01-02,,2021-10-04,Bharat - Covaxin,Bharat Biotech,Covaxin,REPORTING,COM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ETH
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,FRA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,FIN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ESP
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GUF
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PRI
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ABW
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LAO
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,VUT
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SSD
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ZMB
2021-03-02,,2021-01-04,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SYR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CIV
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LIE
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LBN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PHL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BRB
2021-06-02,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MDV
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,JOR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,IRN
,,2021-05-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GIN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,COL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LTU
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ASM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CMR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BFA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NLD
,,2021-08-10,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NIC
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PNG
2021-07-07,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NZL
2021-05-08,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,IND
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,KWT
,,2021-01-09,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BLZ
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BGD
,,2022-09-11,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,UZB
2021-11-06,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,RWA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BHS
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CYP
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ISL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CHE
,,2021-09-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SDN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LCA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PRT
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SVN
2020-10-12,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SAU
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,VGB
,,2021-03-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CZE
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MNP
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,KEN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,HND
,,2021-06-09,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ATG
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NPL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PAK
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MCO
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BEL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MLT
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,QAT
,,2021-11-04,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LBY
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,EST
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GUM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MWI
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,AUT
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,CAN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BRA
,,2021-03-05,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PYF
,,2021-12-05,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BGR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ARE
2021-02-08,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NAM
,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LVA
,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GRC
,,2021-07-10,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BOL
,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ITA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,HRV
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SEN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PLW
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GLP
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SOM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,HTI
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,AUS
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,IRQ
2020-03-11,,2020-04-11,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BHR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GUY
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BWA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,UGA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BRN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,TTO
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MDA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SWZ
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,AFG
2021-06-01,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MAR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,TZA
,,2021-05-05,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,HUN
,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,DNK
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MOZ
2021-11-01,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,TUN
,,2021-09-04,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,FSM
,,2021-12-11,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,GRD
2021-07-09,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,IDN
,,2021-01-08,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,KHM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,THA
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,EGY
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,BEN
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ZAF
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,UKR
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MEX
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,JAM
,,2021-05-05,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ROU
,,2021-08-04,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MHL
,,2021-03-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,SVK
,,2021-01-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,USA
2021-07-04,,2021-10-06,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,KOR
,,2021-06-01,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,POL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NCL
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,OMN
,,2021-02-02,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,PSE
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,DJI
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MYS
,,2021-07-04,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LUX
,,2021-03-03,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,NOR
,,2021-05-05,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,ARM
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,DEU
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,MDG
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,YEM
2021-07-07,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,LSO
,,,Janssen - Ad26.COV 2-S,Janssen Pharmaceuticals,Ad26.COV 2-S,REPORTING,IRL
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,ARM
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,YEM
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,GEO
,,2021-05-05,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,KAZ
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,OMN
2021-06-01,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,TLS
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,LBN
,,2021-01-03,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,PHL
,,2021-05-10,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,LAO
2021-09-03,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,SLV
2021-01-04,,2021-05-03,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,GIN
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,DOM
2021-04-02,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,COL
2021-03-02,,2021-01-04,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,SYR
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,VEN
2021-06-06,,2021-11-12,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,BGD
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,UZB
2021-06-02,,2021-10-03,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,PRY
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MDV
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,JOR
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,IRN
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,SAU
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,DZA
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,RWA
,,2021-09-03,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,SDN
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,KWT
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,URY
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,CHN
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,QAT
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,ALB
,,2021-11-04,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,LBY
,,2021-03-02,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,PAK
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,PRT
,,2021-12-02,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,GNQ
2021-08-04,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,BWA
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,SOM
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,ARE
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MKD
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,BRA
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,UGA
,,2021-12-05,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MDA
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,AFG
,,2021-03-02,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,CHL
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,IRQ
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,BHR
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,THA
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,EGY
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MAR
2021-06-03,,2021-08-03,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,ECU
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,HUN
2021-11-01,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,TUN
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,UKR
2021-09-02,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MEX
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,JAM
2021-11-01,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,IDN
,,2021-09-06,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,TJK
2021-12-02,,2021-01-04,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,KHM
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,ZWE
,,2021-02-02,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,PSE
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,DJI
2021-02-03,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,MYS
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,AZE
,,,Sinovac - CoronaVac,Sinovac,Coronavac,REPORTING,BEN
,,,Novavax-NUVAXOVID,Novavax,NUVAXOVID,REPORTING,FRA
,,2022-09-03,Novavax-NUVAXOVID,Novavax,NUVAXOVID,REPORTING,SWE
